TMA,Version,5.1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0730-full,,,full,full,full;bot;,full,full,full,full
.,,,Confidential,,,,,Server,,Server,Server,Server,,,,Server,,Server,Server,,Server,,Server,,Server,,Server,,Server,,,,,,,,,,,;bot;EDP;perf,,,,
BE/Core,,,AMX_Busy,,,,,,,,,EXE.AMX_BUSY / CORE_CLKS,,,,,,,,,,,,,,,,,,,,Core_Clocks,This metric estimates fraction of cycles where the Advanced Matrix eXtensions (AMX) execution engine was busy with tile (arithmetic) operations,> 0.5 & P,4.7,BvCB;Compute;HPC;Server,,pub/v4.6,L3,;bot;,,,,
BE/Core,,,Ports_Utilization,,,,,,,,,,#Core_Bound_Cycles / CLKS if ( ARITH.DIV_ACTIVE < ( CYCLE_ACTIVITY.STALLS_TOTAL - EXE_ACTIVITY.BOUND_ON_LOADS ) ) else #Few_Uops_Executed_Threshold / CLKS,,,,,,,,,#Core_Bound_Cycles / CLKS if ( ARITH.DIVIDER_ACTIVE < ( CYCLE_ACTIVITY.STALLS_TOTAL - CYCLE_ACTIVITY.STALLS_MEM_ANY ) ) else #Few_Uops_Executed_Threshold / CLKS,,( #Backend_Bound_Cycles - RESOURCE_STALLS.SB -  CYCLE_ACTIVITY.STALLS_MEM_ANY ) / CLKS,,,,,,( #Backend_Bound_Cycles - RESOURCE_STALLS.SB -  #STALLS_MEM_ANY ) / CLKS,,Clocks,This metric estimates fraction of cycles the CPU performance was potentially limited due to Core computation issues (non divider-related).  Two distinct categories can be attributed into this metric: (1) heavy data-dependency among contiguous instructions would manifest in this metric - such cases are often referred to as low Instruction Level Parallelism (ILP). (2) Contention on some hardware execution unit other than Divider. For example; when there are too many multiply operations.,> 0.15 & P,4.7,PortsUtil,,pub/v3,L3,;bot;,,,Loop Vectorization -most compilers feature auto-Vectorization options today- reduces pressure on the execution ports as multiple elements are calculated with same uop.,
BE/Core,,,,Ports_Utilized_0,,,EXE_ACTIVITY.EXE_BOUND_0_PORTS / CLKS,,"max( EXE_ACTIVITY.EXE_BOUND_0_PORTS - RESOURCE_STALLS.SCOREBOARD , 0 ) / CLKS",,,,"( EXE_ACTIVITY.EXE_BOUND_0_PORTS + max( RS.EMPTY_RESOURCE - RESOURCE_STALLS.SCOREBOARD , 0 ) ) / CLKS * ( CYCLE_ACTIVITY.STALLS_TOTAL - EXE_ACTIVITY.BOUND_ON_LOADS ) / CLKS",EXE_ACTIVITY.EXE_BOUND_0_PORTS / CLKS,,,EXE_ACTIVITY.3_PORTS_UTIL:u0x80 / CLKS,,,,,EXE_ACTIVITY.EXE_BOUND_0_PORTS / CLKS,,,,,,#Cycles_0_Ports_Utilized / CORE_CLKS,,#NA,,Clocks,"This metric represents fraction of cycles CPU executed no uops on any execution port (Logical Processor cycles since ICL, Physical Core cycles otherwise). Long-latency instructions like divides may contribute to this metric.",> 0.2 & P,5.0,PortsUtil,,pub/5.0,L4,;bot;,,,Check assembly view and Appendix C in Optimization Manual to find out instructions with say 5 or more cycles latency.,http://www.intel.com/content/www/us/en/architecture-and-technology/64-ia-32-architectures-optimization-manual.html
BE/Core,,,,,Mixing_Vectors,,,,,,,,160 * ASSISTS.SSE_AVX_MIX / CLKS,,,,,,,,,UOPS_ISSUED.VECTOR_WIDTH_MISMATCH / UOPS_ISSUED.ANY,,,,,,,,#NA,,Clocks,This metric estimates penalty in terms of percentage of([SKL+] injected blend uops out of all Uops Issued -- the Count Domain; [ADL+] cycles). Usually a Mixing_Vectors over 5% is worth investigating. Read more in Appendix B1 of the Optimizations Guide for this topic.,> 0.05; $issueMV,4.6,,1.0,,L5,,,,,
BE/Core,,,,Ports_Utilized_1,,,,,,,,,,,,,EXE_ACTIVITY.1_PORTS_UTIL / CLKS,,,,,,,,,,,#Cycles_1_Port_Utilized / CORE_CLKS,,#NA,SNB/JKT/IVB/IVT/HSW/HSX/BDW/BDX/SKL/KBL/KBLR/CFL/SKX/CLX/CPX ? #NA : EXE_ACTIVITY.1_PORTS_UTIL,Clocks,"This metric represents fraction of cycles where the CPU executed total of 1 uop per cycle on all execution ports (Logical Processor cycles since ICL, Physical Core cycles otherwise). This can be due to heavy data-dependency among software instructions; or over oversubscribing a particular hardware resource. In some other cases with high 1_Port_Utilized and L1_Bound; this metric can point to L1 data-cache latency bottleneck that may not necessarily manifest with complete execution starvation (due to the short L1 latency e.g. walking a linked list) - looking at the assembly can be helpful.",> 0.2 & P; $issueL1,4.0,PortsUtil,,pub/5.0,L4,;bot;,,,,
BE/Core,,,,Ports_Utilized_2,,,,,,,,,,,,,EXE_ACTIVITY.2_PORTS_UTIL / CLKS,,,,,,,,,,,#Cycles_2_Ports_Utilized / CORE_CLKS,,#NA,SNB/JKT/IVB/IVT/HSW/HSX/BDW/BDX/SKL/KBL/KBLR/CFL/SKX/CLX/CPX ? #NA : EXE_ACTIVITY.2_PORTS_UTIL,Clocks,"This metric represents fraction of cycles CPU executed total of 2 uops per cycle on all execution ports (Logical Processor cycles since ICL, Physical Core cycles otherwise).  Loop Vectorization -most compilers feature auto-Vectorization options today- reduces pressure on the execution ports as multiple elements are calculated with same uop.",> 0.15 & P; $issue2P,4.2,PortsUtil,,pub/5.0,L4,;bot;,,,,
BE/Core,,,,Ports_Utilized_3m,,,,,,,,,,,,,UOPS_EXECUTED.CYCLES_GE_3 / CLKS,,,,,,,,,,,#Cycles_3m_Ports_Utilized / CORE_CLKS,,#NA,SNB/JKT/IVB/IVT/HSW/HSX/BDW/BDX/SKL/KBL/KBLR/CFL/SKX/CLX/CPX ? #NA : UOPS_EXECUTED.CYCLES_GE_3,Clocks,"This metric represents fraction of cycles CPU executed total of 3 or more uops per cycle on all execution ports (Logical Processor cycles since ICL, Physical Core cycles otherwise).",> 0.4 & P,4.7,BvCB;PortsUtil,,pub/5.0,L4,;bot;,,,,
BE/Core,,,,,ALU_Op_Utilization,,UOPS_DISPATCHED.ALU / ( 6 * CLKS ),,,,,,( UOPS_DISPATCHED.PORT_0 + UOPS_DISPATCHED.PORT_1 + UOPS_DISPATCHED.PORT_5_11 + UOPS_DISPATCHED.PORT_6 ) / ( 5 * CORE_CLKS ),,,,( UOPS_DISPATCHED.PORT_0 + UOPS_DISPATCHED.PORT_1 + UOPS_DISPATCHED.PORT_5 + UOPS_DISPATCHED.PORT_6 ) / ( 4 * CORE_CLKS ),,,,,,,,,( UOPS_DISPATCHED_PORT.PORT_0 + UOPS_DISPATCHED_PORT.PORT_1 + UOPS_DISPATCHED_PORT.PORT_5 + UOPS_DISPATCHED_PORT.PORT_6 ) / ( 4 * CORE_CLKS ),,( UOPS_DISPATCHED_PORT.PORT_0 + UOPS_DISPATCHED_PORT.PORT_1 + UOPS_DISPATCHED_PORT.PORT_5 ) / ( 3 * CORE_CLKS ),,,,Core_Execution,This metric represents Core fraction of cycles CPU dispatched uops on execution ports for ALU operations.,> 0.4,4.3,,,,L5,,,,,
BE/Core,,,,,,Port_0,#NA,,,,,,,,,,UOPS_DISPATCHED.PORT_0 / CORE_CLKS,,,,,,,,,,,UOPS_DISPATCHED_PORT.PORT_0 / CORE_CLKS,,,IVB/IVT/HSW/HSX/BDW/BDX/SKL/CFL/SKX/CLX/CPX ? UOPS_DISPATCHED_PORT.PORT_0 : ICL/ICX/RKL/TGL/ADL/SPR/MTL/GNR ? UOPS_DISPATCHED.PORT_0 : #NA,Core_Clocks,This metric represents Core fraction of cycles CPU dispatched uops on execution port 0 ([SNB+] ALU; [HSW+] ALU and 2nd branch),> 0.6; $issue2P,4.2,Compute,,,L6,,,,,
BE/Core,,,,,,Port_1,#NA,,,,,,,,,,UOPS_DISPATCHED.PORT_1 / CORE_CLKS,,,,,,,,,,,UOPS_DISPATCHED_PORT.PORT_1 / CORE_CLKS,,,IVB/IVT/HSW/HSX/BDW/BDX/SKL/CFL/SKX/CLX/CPX ? UOPS_DISPATCHED_PORT.PORT_1 : ICL/ICX/RKL/TGL/ADL/SPR/MTL/GNR ? UOPS_DISPATCHED.PORT_1 : #NA,Core_Clocks,This metric represents Core fraction of cycles CPU dispatched uops on execution port 1 (ALU),> 0.6; $issue2P,4.2,,,,L6,,,,,
BE/Core,,,,,,Port_5,,,,,,,#NA,,,,UOPS_DISPATCHED.PORT_5 / CORE_CLKS,,,,,,,,,,,UOPS_DISPATCHED_PORT.PORT_5 / CORE_CLKS,,,SNB/JKT ? #NA : IVB/IVT/HSW/HSX/BDW/BDX/SKL/KBL/KBLR/CFL/SKX/CLX/CPX ? UOPS_DISPATCHED_PORT.PORT_5 : ICL/ICX/TGL/RKL ? UOPS_DISPATCHED.PORT_5 : #NA,Core_Clocks,This metric represents Core fraction of cycles CPU dispatched uops on execution port 5 ([SNB+] Branches and ALU; [HSW+] ALU),> 0.6; $issue2P,4.2,,,,L6,,,,See section 'Handling Port 5 Pressure' in Optimization Manual:,http://www.intel.com/content/www/us/en/architecture-and-technology/64-ia-32-architectures-optimization-manual.html
BE/Core,,,,,,Port_6,#NA,,,,,,,,,,UOPS_DISPATCHED.PORT_6 / CORE_CLKS,,,,,,,,,UOPS_DISPATCHED_PORT.PORT_6 / CORE_CLKS,,,,#NA,IVB/IVT/HSW/HSX/BDW/BDX/SKL/CFL/SKX/CLX/CPX ? UOPS_DISPATCHED_PORT.PORT_1 : ICL/ICX/RKL/TGL/ADL/SPR/MTL/GNR ? UOPS_DISPATCHED.PORT_1 : #NA,Core_Clocks,This metric represents Core fraction of cycles CPU dispatched uops on execution port 6 ([HSW+] Primary Branch and simple ALU),> 0.6; $issue2P,4.6,,,,L6,,,,,
BE/Core,,,,,Load_Op_Utilization,,UOPS_DISPATCHED.LOAD / ( 3 * CLKS ),,,,,,UOPS_DISPATCHED.PORT_2_3_10 / ( 3 * CORE_CLKS ),,,,UOPS_DISPATCHED.PORT_2_3 / ( 2 * CORE_CLKS ),,,,,,,,,( UOPS_DISPATCHED_PORT.PORT_2 + UOPS_DISPATCHED_PORT.PORT_3 + UOPS_DISPATCHED_PORT.PORT_7 - UOPS_DISPATCHED_PORT.PORT_4 ) / ( 2 * CORE_CLKS ),,( UOPS_DISPATCHED_PORT.PORT_2 + UOPS_DISPATCHED_PORT.PORT_3 - UOPS_DISPATCHED_PORT.PORT_4 ) / ( 2 * CORE_CLKS ),,,LNL ? UOPS_DISPATCHED.LOAD : SNB/JKT/IVB/IVT/HSW/HSX/BDW/BDX/SKL/KBL/KBLR/CFL/SKX/CLX/CPX ? #NA : ICL/ICX/TGL/RKL ? UOPS_DISPATCHED.PORT_2_3 : UOPS_DISPATCHED.PORT_2_3_10,Core_Execution,This metric represents Core fraction of cycles CPU dispatched uops on execution port for Load operations,> 0.6,4.3,,,,L5,,,,,
BE/Core,,,,,,Port_2,,,,,,,,,,,#NA,,,,,,,,,,,UOPS_DISPATCHED_PORT.PORT_2 / CORE_CLKS,,,SNB/JKT ? #NA : IVB/IVT/HSW/HSX/BDW/BDX/SKL/KBL/KBLR/CFL/SKX/CLX/CPX ? UOPS_DISPATCHED_PORT.PORT_2 : #NA,Core_Clocks,This metric represents Core fraction of cycles CPU dispatched uops on execution port 2 ([SNB+]Loads and Store-address; [ICL+] Loads),> 0.6,3.4,,,,L6,,,,,
BE/Core,,,,,,Port_3,,,,,,,,,,,#NA,,,,,,,,,,,UOPS_DISPATCHED_PORT.PORT_3 / CORE_CLKS,,,SNB/JKT ? #NA : IVB/IVT/HSW/HSX/BDW/BDX/SKL/KBL/KBLR/CFL/SKX/CLX/CPX ? UOPS_DISPATCHED_PORT.PORT_3 : #NA,Core_Clocks,This metric represents Core fraction of cycles CPU dispatched uops on execution port 3 ([SNB+]Loads and Store-address; [ICL+] Loads),> 0.6,3.4,,,,L6,,,,,
BE/Core,,,,,Store_Op_Utilization,,( UOPS_DISPATCHED.STD + UOPS_DISPATCHED.STA ) / ( 7 * CLKS ),,,,,,,,,,( UOPS_DISPATCHED.PORT_4_9 + UOPS_DISPATCHED.PORT_7_8 ) / ( 4 * CORE_CLKS ),,,,,,,,,,,UOPS_DISPATCHED_PORT.PORT_4 / CORE_CLKS,,,LNL ? UOPS_DISPATCHED.STD;UOPS_DISPATCHED.STA : SNB/JKT/IVB/IVT/HSW/HSX/BDW/BDX/SKL/KBL/KBLR/CFL/SKX/CLX/CPX ? #NA : UOPS_DISPATCHED.PORT_7_8,Core_Execution,This metric represents Core fraction of cycles CPU dispatched uops on execution port for Store operations,> 0.6,4.1,,,,L5,,,,,
BE/Core,,,,,,Port_4,,,,,,,,,,,#NA,,,,,,,,,,,UOPS_DISPATCHED_PORT.PORT_4 / CORE_CLKS,,,SNB/JKT ? #NA : IVB/IVT/HSW/HSX/BDW/BDX/SKL/KBL/KBLR/CFL/SKX/CLX/CPX ? UOPS_DISPATCHED_PORT.PORT_4 : #NA,Core_Clocks,This metric represents Core fraction of cycles CPU dispatched uops on execution port 4 (Store-data),> 0.6; $issueSpSt,3.4,,,,L6,,,,,
BE/Core,,,,,,Port_7,,,,,,,,,,,#NA,,,,,,,,,UOPS_DISPATCHED_PORT.PORT_7 / CORE_CLKS,,,,#NA,SNB/JKT/IVB/IVT ? #NA : HSW/HSX/BDW/BDX/SKL/KBL/KBLR/CFL/SKX/CLX/CPX ? UOPS_DISPATCHED_PORT.PORT_7 : #NA,Core_Clocks,This metric represents Core fraction of cycles CPU dispatched uops on execution port 7 ([HSW+]simple Store-address),> 0.6,3.4,,,,L6,,,,,
RET,Retiring,,,,,,,,,,,,,,,,PERF_METRICS.RETIRING / #PERF_METRICS_SUM if #PERF_METRICS_MSR else UOPS_RETIRED.SLOTS / SLOTS,,,,,,,,,,,,,#Retired_Slots / SLOTS,SNB/JKT/IVB/IVT/HSW/HSX/BDW/BDX/SKL/KBL/KBLR/CFL/SKX/CLX/CPX ? UOPS_RETIRED.RETIRE_SLOTS : UOPS_RETIRED.SLOTS,Slots,This category represents fraction of slots utilized by useful work i.e. issued uops that eventually get retired. Ideally; all pipeline slots would be attributed to the Retiring category.  Retiring of 100% would indicate the maximum Pipeline_Width throughput was achieved.  Maximizing Retiring typically increases the Instructions-per-cycle (see IPC metric). Note that a high Retiring value does not necessary mean there is no room for more performance.  For example; Heavy-operations or Microcode Assists are categorized under Retiring. They often indicate suboptimal performance and can often be optimized or avoided. ,(> 0.7 | Heavy_Operations),4.3,BvUW;TmaL1,,pub/v3,L1,;bot;,,,A high Retiring value for non-vectorized code may be a good hint for programmer to consider vectorizing his code.  Doing so essentially lets more computations be done without significantly increasing number of instructions thus improving the performance.,
RET,,Light_Operations,,,,,,,,,,,,,,,"max( 0 , Retiring - Heavy_Operations )",,,,,,,,,,,,,Retiring - Heavy_Operations,INST_RETIRED.PREC_DIST,Slots,This metric represents fraction of slots where the CPU was retiring light-weight operations -- instructions that require no more than one uop (micro-operation). This correlates with total number of instructions used by the program. A uops-per-instruction (see UopPI metric) ratio of 1 or less should be expected for decently optimized code running on Intel Core/Xeon products. While this often indicates efficient X86 instructions were executed; high value does not necessarily mean better performance cannot be achieved. ([ICL+] Note this may undercount due to approximation using indirect events; [ADL+] .),> 0.6,4.6,Retire;TmaL2,,pub/v3,L2,;bot;,,,Focus on techniques that reduce instruction count or result in more efficient instructions generation such as vectorization,  #Link: auto-Vectorization options of Intel/other compilers.
RET,,,FP_Arith,,,,,,,,,X87_Use + FP_Scalar + FP_Vector,,,,,,,,,,,,X87_Use + FP_Scalar + FP_Vector,,#NA,,,,X87_Use + FP_Scalar + FP_Vector,,Uops,"This metric represents overall arithmetic floating-point (FP) operations fraction the CPU has executed (retired). Note this metric's value may exceed its parent due to use of ""Uops"" CountDomain and FMA double-counting.",> 0.2 & P,4.7,HPC,,pub/v3,L3,;,,,,
RET,,,,X87_Use,,,,,,,,,,,,,,,,,,Retiring * UOPS_EXECUTED.X87 / UOPS_EXECUTED.THREAD,,INST_RETIRED.X87 * UopPI / #Retired_Slots,,#NA,,#Retired_Slots * FP_COMP_OPS_EXE.X87 / UOPS_EXECUTED.THREAD,,#Retired_Slots * FP_COMP_OPS_EXE.X87 / UOPS_DISPATCHED.THREAD,,Uops,This metric serves as an approximation of legacy x87 usage. It accounts for instructions beyond X87 FP arithmetic operations; hence may be used as a thermometer to avoid X87 high usage and preferably upgrade to modern ISA. See Tip under Tuning Hint.,> 0.1 & P,4.6,Compute,,,L3,;,,,Tip: consider compiler flags to generate newer AVX (or SSE) instruction sets; which typically perform better and feature vectors.,
RET,,,,FP_Scalar,,,,,,,,,,,,,,,,,,,,#FP_Arith_Scalar / #Retired_Slots,,#NA,,#FP_Arith_Scalar / UOPS_EXECUTED.THREAD,,#FP_Arith_Scalar / UOPS_DISPATCHED.THREAD,,Uops,This metric approximates arithmetic floating-point (FP) scalar uops fraction the CPU has retired. May overcount due to FMA double counting.,> 0.1 & P; $issue2P,4.8,Compute;Flops,,pub/v3,L3,;,,,Investigate what limits (compiler) generation of vector code.,
RET,,,,FP_Vector,,,,,,,,,,,,,,,,,,,,#FP_Arith_Vector / #Retired_Slots,,#NA,,#FP_Arith_Vector / UOPS_EXECUTED.THREAD,,#FP_Arith_Vector / UOPS_DISPATCHED.THREAD,,Uops,This metric approximates arithmetic floating-point (FP) vector uops fraction the CPU has retired aggregated across all vector widths. May overcount due to FMA double counting.,> 0.1 & P; $issue2P,4.8,Compute;Flops,1.0,pub/v3,L3,;,,,Check if vector width is expected ,
RET,,,,,FP_Vector_128b,,( FP_ARITH_OPS_RETIRED.128B_PACKED_DOUBLE + FP_ARITH_OPS_RETIRED.128B_PACKED_SINGLE ) / #Retired_Slots,,,,,( FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE + FP_ARITH_INST_RETIRED2.128B_PACKED_HALF ) / #Retired_Slots if #FP16 else ( FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE ) / #Retired_Slots,,,,,( FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE ) / #Retired_Slots,( FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE + FP_ARITH_INST_RETIRED2.128BIT_PACKED_BF16 ) / #Retired_Slots,,,,,,( FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE ) / #Retired_Slots,,#NA,,( FP_COMP_OPS_EXE.SSE_SCALAR_DOUBLE + FP_COMP_OPS_EXE.SSE_PACKED_DOUBLE ) / UOPS_EXECUTED.THREAD,,( FP_COMP_OPS_EXE.SSE_SCALAR_DOUBLE + FP_COMP_OPS_EXE.SSE_PACKED_DOUBLE ) / UOPS_DISPATCHED.THREAD,,Uops,This metric approximates arithmetic FP vector uops fraction the CPU has retired for 128-bit wide vectors. May overcount due to FMA double counting prior to LNL.,> 0.1 & P; $issue2P,4.8,Compute;Flops,1.0,,L5,,,,Try to exploit wider vector length,
RET,,,,,FP_Vector_256b,,FP_ARITH_OPS_RETIRED.VECTOR:u0x30 / #Retired_Slots,,,,,( FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE + FP_ARITH_INST_RETIRED2.256B_PACKED_HALF ) / #Retired_Slots if #FP16 else ( FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE ) / #Retired_Slots,,,,,( FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE ) / #Retired_Slots,( FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE + FP_ARITH_INST_RETIRED2.256BIT_PACKED_BF16 ) / #Retired_Slots,,,,,,( FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE ) / #Retired_Slots,,#NA,,( SIMD_FP_256.PACKED_DOUBLE + SIMD_FP_256.PACKED_SINGLE ) / UOPS_EXECUTED.THREAD,,( SIMD_FP_256.PACKED_DOUBLE + SIMD_FP_256.PACKED_SINGLE ) / UOPS_DISPATCHED.THREAD,,Uops,This metric approximates arithmetic FP vector uops fraction the CPU has retired for 256-bit wide vectors. May overcount due to FMA double counting prior to LNL.,> 0.1 & P; $issue2P,4.8,Compute;Flops,1.0,,L5,,,,Try to exploit wider vector length,
RET,,,,,FP_Vector_512b,,,,,,,( FP_ARITH_INST_RETIRED.512B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE + FP_ARITH_INST_RETIRED2.512B_PACKED_HALF ) / #Retired_Slots if #FP16 else ( FP_ARITH_INST_RETIRED.512B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE ) / #Retired_Slots,#NA,,,,( FP_ARITH_INST_RETIRED.512B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE ) / #Retired_Slots,( FP_ARITH_INST_RETIRED.512B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE + FP_ARITH_INST_RETIRED2.512BIT_PACKED_BF16 ) / #Retired_Slots,,,( FP_ARITH_INST_RETIRED.512B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE ) / #Retired_Slots,,,,,,,,,#NA,,Uops,This metric approximates arithmetic FP vector uops fraction the CPU has retired for 512-bit wide vectors. May overcount due to FMA double counting.,> 0.1 & P; $issue2P,4.8,Compute;Flops,1.0,,L5,,,ZeroOk,,
RET,,,Int_Operations,,,,,,,,,Int_Vector_128b + Int_Vector_256b,Int_Vector_128b + Int_Vector_256b,,,,,,,,,,,,,,,,,,,Uops,"This metric represents overall Integer (Int) select operations fraction the CPU has executed (retired). Vector/Matrix Int operations and shuffles are counted. Note this metric's value may exceed its parent due to use of ""Uops"" CountDomain.",> 0.1 & P,4.7,Pipeline,,,L3,,,,,
RET,,,,Int_Vector_128b,,,INT_VEC_RETIRED.128BIT / #Retired_Slots,,,,,,( INT_VEC_RETIRED.ADD_128 + INT_VEC_RETIRED.VNNI_128 ) / #Retired_Slots,,,,,,,,,,,,,,,,,,,Uops,This metric represents 128-bit vector Integer ADD/SUB/SAD or VNNI (Vector Neural Network Instructions) uops fraction the CPU has retired.,> 0.1 & P; $issue2P,4.4,Compute;IntVector;Pipeline,,,L3,,,,,
RET,,,,Int_Vector_256b,,,INT_VEC_RETIRED.256BIT / #Retired_Slots,,,,,,( INT_VEC_RETIRED.ADD_256 + INT_VEC_RETIRED.MUL_256 + INT_VEC_RETIRED.VNNI_256 ) / #Retired_Slots,,,,,,,,,,,,,,,,,,,Uops,This metric represents 256-bit vector Integer ADD/SUB/SAD/MUL or VNNI (Vector Neural Network Instructions) uops fraction the CPU has retired.,> 0.1 & P; $issue2P,4.7,Compute;IntVector;Pipeline,,,L3,,,,,
RET,,,Memory_Operations,,,,,,,,,,Light_Operations * MEM_UOP_RETIRED.ANY / #Retired_Slots,,,,,,,,,Light_Operations * MEM_INST_RETIRED.ANY / INST_RETIRED.ANY,,,,,,,,,,Slots,This metric represents fraction of slots where the CPU was retiring memory operations -- uops for memory load or store accesses.,> 0.1 & P,4.4,Pipeline,,pub/v4.4,L3,,,,,
RET,,,Fused_Instructions,,,,,,,,,,Light_Operations * INST_RETIRED.MACRO_FUSED / #Retired_Slots,,,,#NA,,,,,Light_Operations * UOPS_RETIRED.MACRO_FUSED / #Retired_Slots,,,,,,,,,,Slots,This metric represents fraction of slots where the CPU was retiring fused instructions -- where one uop can represent multiple contiguous instructions. CMP+JCC or DEC+JCC are common examples of legacy fusions. {([MTL] Note new MOV+OP and Load+OP fusions appear under Other_Light_Ops in MTL!)},> 0.1 & P,4.7,Branches;BvBO;Pipeline,,,L3,,,,See section 'Optimizing for Macro-fusion' in Optimization Manual:,
RET,,,Non_Fused_Branches,,,,Light_Operations * ( BR_INST_RETIRED.ALL_BRANCHES - INST_RETIRED.BR_FUSED ) / #Retired_Slots,,,,,,Light_Operations * ( BR_INST_RETIRED.ALL_BRANCHES - INST_RETIRED.MACRO_FUSED ) / #Retired_Slots,,,,#NA,,,,,Light_Operations * ( BR_INST_RETIRED.ALL_BRANCHES - UOPS_RETIRED.MACRO_FUSED ) / #Retired_Slots,,,,,,,,,,Slots,This metric represents fraction of slots where the CPU was retiring branch instructions that were not fused. Non-conditional branches like direct JMP or CALL would count here. Can be used to examine fusible conditional jumps that were not fused.,> 0.1 & P,4.7,Branches;BvBO;Pipeline,,,L3,,,,,
RET,,,Branch_Instructions,,,,,,,,,,#NA,,,,Light_Operations * BR_INST_RETIRED.ALL_BRANCHES / #Retired_Slots,,,,,#NA,,,,,,,,,,Slots,This metric represents fraction of slots where the CPU was retiring branch instructions.,> 0.1 & P,4.7,Branches;BvBO;Pipeline,,,L3,,,,,
RET,,,Other_Light_Ops,,,,,,,,,,,,,,,,,,,"max( 0 , Light_Operations - #Light_Ops_Sum )",,,,,,,,#NA,,Slots,This metric represents the remaining light uops fraction the CPU has executed - remaining means not covered by other sibling nodes. May undercount due to FMA double counting,> 0.3 & P,4.7,Pipeline,,pub/v3,L3,,,,,
RET,,,,Nop_Instructions,,,,,,,,,,,,,,,,,,Light_Operations * INST_RETIRED.NOP / #Retired_Slots,,,,,,,,,SNB/JKT/IVB/IVT/HSW/HSX/BDW/BDX ? #NA : SKL/SKX/KBL/CLX/CPX ? INST_RETIRED.NOP_PS : INST_RETIRED.NOP,Slots,This metric represents fraction of slots where the CPU was retiring NOP (no op) instructions. Compilers often use NOPs for certain address alignments - e.g. start address of a function or loop body.,> 0.1 & P,4.9,BvBO;Pipeline,,pub/v4.3,L4,,,,Improve Codegen by correctly placing NOPs outside hot sections (e.g. outside loop body).,
RET,,,,Shuffles_256b,,,,,,,,,Light_Operations * INT_VEC_RETIRED.SHUFFLES / #Retired_Slots,,,,,,,,,,,,,,,,,,,Slots,"This metric represents fraction of slots where the CPU was retiring Shuffle operations of 256-bit vector size (FP or Integer). Shuffles may incur slow cross ""vector lane"" data transfers.",> 0.1 & P,4.7,HPC;Pipeline,,,L4,,,,,
RET,,Heavy_Operations,,,,,,,,,,,PERF_METRICS.HEAVY_OPERATIONS / #PERF_METRICS_SUM if #PERF_METRICS_MSR else UOPS_RETIRED.HEAVY / SLOTS,,,,Microcode_Sequencer + Retiring * ( UOPS_DECODED.DEC0 - UOPS_DECODED.DEC0:c1 ) / IDQ.MITE_UOPS,,,,,( #Retired_Slots + UOPS_RETIRED.MACRO_FUSED - INST_RETIRED.ANY ) / SLOTS,,,,,,,,Microcode_Sequencer,SNB/JKT/IVB/IVT/HSW/HSX/BDW/BDX/SKL/KBL/KBLR/CFL/SKX/CLX/CPX/ICL/ICX/RKL/TGL ? #NA : UOPS_RETIRED.HEAVY,Slots,This metric represents fraction of slots where the CPU was retiring heavy-weight operations -- instructions that require two or more uops or micro-coded sequences. This highly-correlates with the uop length of these instructions/sequences.([ICL+] Note this may overcount due to approximation using indirect events; [ADL+]),> 0.1,4.3,Retire;TmaL2,,pub/v4.1,L2,;bot;,,,,
RET,,,Few_Uops_Instructions,,,,,,,,,,"max( 0 , Heavy_Operations - Microcode_Sequencer )",,,,,,,,,Heavy_Operations - Microcode_Sequencer,,,,,,,,,,Slots,This metric represents fraction of slots where the CPU was retiring instructions that that are decoder into two or more uops. This highly-correlates with the number of uops in such instructions.,> 0.05 & P; $issueD0,5.0,,,pub/5.0,L3,;bot;,,,,
